cod_mun,municipio,cod_dep,departamento,lat,lon
15835,TURMEQUÉ,15,BOYACÁ,5.2998,-73.50649
15837,TUTA,15,BOYACÁ,5.66737,-73.17962
15839,TUTAZÁ,15,BOYACÁ,6.08328,-72.85596
15180,CHISCAS,15,BOYACÁ,6.68722,-72.41542
15223,CUBARÁ,15,BOYACÁ,6.88996,-72.17717
15332,GÜICÁN DE LA SIERRA,15,BOYACÁ,6.57146,-72.25401
25019,ALBÁN,25,CUNDINAMARCA,4.88381,-74.44558
25035,ANAPOIMA,25,CUNDINAMARCA,4.56538,-74.52992
25040,ANOLAIMA,25,CUNDINAMARCA,4.792,-74.46648
25053,ARBELÁEZ,25,CUNDINAMARCA,4.2309,-74.39801
25086,BELTRÁN,25,CUNDINAMARCA,4.71612,-74.75616
25095,BITUIMA,25,CUNDINAMARCA,4.85708,-74.52505
25099,BOJACÁ,25,CUNDINAMARCA,4.69287,-74.33179
25120,CABRERA,25,CUNDINAMARCA,3.91962,-74.44555
25123,CACHIPAY,25,CUNDINAMARCA,4.72801,-74.46484
25126,CAJICÁ,25,CUNDINAMARCA,4.93835,-74.02952
25148,CAPARRAPÍ,25,CUNDINAMARCA,5.38506,-74.52253
25151,CÁQUEZA,25,CUNDINAMARCA,4.39822,-73.93891
25154,CARMEN DE CARUPA,25,CUNDINAMARCA,5.3413,-73.91891
25168,CHAGUANÍ,25,CUNDINAMARCA,4.95602,-74.63399
25178,CHIPAQUE,25,CUNDINAMARCA,4.41947,-74.05494
25181,CHOACHÍ,25,CUNDINAMARCA,4.57967,-73.915
25183,CHOCONTÁ,25,CUNDINAMARCA,5.11816,-73.6757
25200,COGUA,25,CUNDINAMARCA,5.10313,-73.97061
25214,COTA,25,CUNDINAMARCA,4.78902,-74.12451
25224,CUCUNUBÁ,25,CUNDINAMARCA,5.23328,-73.77594
25245,EL COLEGIO,25,CUNDINAMARCA,4.55322,-74.42272
25258,EL PEÑÓN,25,CUNDINAMARCA,5.25636,-74.31699
25269,FACATATIVÁ,25,CUNDINAMARCA,4.83391,-74.3418
25279,FÓMEQUE,25,CUNDINAMARCA,4.5218,-73.79208
25281,FOSCA,25,CUNDINAMARCA,4.31235,-73.95695
25286,FUNZA,25,CUNDINAMARCA,4.74281,-74.19483
25288,FÚQUENE,25,CUNDINAMARCA,5.40762,-73.76967
25293,GACHALÁ,25,CUNDINAMARCA,4.65229,-73.51296
25295,GACHANCIPÁ,25,CUNDINAMARCA,5.01121,-73.87763
25297,GACHETÁ,25,CUNDINAMARCA,4.86996,-73.61702
25299,GAMA,25,CUNDINAMARCA,4.72229,-73.59733
25312,GRANADA,25,CUNDINAMARCA,4.52449,-74.33978
25317,GUACHETÁ,25,CUNDINAMARCA,5.38366,-73.694
25320,GUADUAS,25,CUNDINAMARCA,5.17412,-74.63992
25322,GUASCA,25,CUNDINAMARCA,4.79794,-73.85004
25324,GUATAQUÍ,25,CUNDINAMARCA,4.51985,-74.7745
25326,GUATAVITA,25,CUNDINAMARCA,4.91437,-73.78741
25328,GUAYABAL DE SÍQUIMA,25,CUNDINAMARCA,4.8799,-74.48717
25335,GUAYABETAL,25,CUNDINAMARCA,4.23488,-73.83538
25339,GUTIÉRREZ,25,CUNDINAMARCA,4.16353,-74.02447
25368,JERUSALÉN,25,CUNDINAMARCA,4.5704,-74.68592
25372,JUNÍN,25,CUNDINAMARCA,4.70569,-73.69285
25377,LA CALERA,25,CUNDINAMARCA,4.70398,-73.92864
25386,LA MESA,25,CUNDINAMARCA,4.65141,-74.46909
25394,LA PALMA,25,CUNDINAMARCA,5.33673,-74.40928
25398,LA PEÑA,25,CUNDINAMARCA,5.20695,-74.41165
25402,LA VEGA,25,CUNDINAMARCA,4.97966,-74.33745
25407,LENGUAZAQUE,25,CUNDINAMARCA,5.30206,-73.68072
25426,MACHETÁ,25,CUNDINAMARCA,5.03728,-73.61764
25430,MADRID,25,CUNDINAMARCA,4.78274,-74.25704
25436,MANTA,25,CUNDINAMARCA,4.9861,-73.55535
25438,MEDINA,25,CUNDINAMARCA,4.48692,-73.40629
25483,NARIÑO,25,CUNDINAMARCA,4.42039,-74.79583
25486,NEMOCÓN,25,CUNDINAMARCA,5.09109,-73.88209
25488,NILO,25,CUNDINAMARCA,4.2928,-74.61104
25489,NIMAIMA,25,CUNDINAMARCA,5.12705,-74.3969
25491,NOCAIMA,25,CUNDINAMARCA,5.05919,-74.38704
25506,VENECIA,25,CUNDINAMARCA,4.06314,-74.45692
25513,PACHO,25,CUNDINAMARCA,5.16479,-74.16614
25518,PAIME,25,CUNDINAMARCA,5.39569,-74.16617
25524,PANDI,25,CUNDINAMARCA,4.17253,-74.47044
25530,PARATEBUENO,25,CUNDINAMARCA,4.45872,-73.18725
25535,PASCA,25,CUNDINAMARCA,4.30031,-74.27979
25572,PUERTO SALGAR,25,CUNDINAMARCA,5.61953,-74.58194
25580,PULÍ,25,CUNDINAMARCA,4.69479,-74.67881
25592,QUEBRADANEGRA,25,CUNDINAMARCA,5.09812,-74.49371
25594,QUETAME,25,CUNDINAMARCA,4.33405,-73.85052
25596,QUIPILE,25,CUNDINAMARCA,4.71418,-74.55624
25599,APULO,25,CUNDINAMARCA,4.51576,-74.57457
25612,RICAURTE,25,CUNDINAMARCA,4.3101,-74.72892
25645,SAN ANTONIO DEL TEQUENDAMA,25,CUNDINAMARCA,4.60026,-74.34381
25649,SAN BERNARDO,25,CUNDINAMARCA,4.13718,-74.35769
25653,SAN CAYETANO,25,CUNDINAMARCA,5.31838,-74.07383
25658,SAN FRANCISCO,25,CUNDINAMARCA,4.96112,-74.2717
25718,SASAIMA,25,CUNDINAMARCA,4.94783,-74.41273
25736,SESQUILÉ,25,CUNDINAMARCA,5.01156,-73.78091
25743,SILVANIA,25,CUNDINAMARCA,4.44113,-74.37125
25745,SIMIJACA,25,CUNDINAMARCA,5.50965,-73.85085
25758,SOPÓ,25,CUNDINAMARCA,4.88977,-73.97103
25769,SUBACHOQUE,25,CUNDINAMARCA,4.96376,-74.15926
25772,SUESCA,25,CUNDINAMARCA,5.13906,-73.78076
25777,SUPATÁ,25,CUNDINAMARCA,5.0563,-74.23147
25779,SUSA,25,CUNDINAMARCA,5.4458,-73.81075
25781,SUTATAUSA,25,CUNDINAMARCA,5.24417,-73.85166
25785,TABIO,25,CUNDINAMARCA,4.94767,-74.08344
25793,TAUSA,25,CUNDINAMARCA,5.19351,-73.95361
25797,TENA,25,CUNDINAMARCA,4.6493,-74.3944
25799,TENJO,25,CUNDINAMARCA,4.83176,-74.14864
25805,TIBACUY,25,CUNDINAMARCA,4.32626,-74.48395
25807,TIBIRITA,25,CUNDINAMARCA,5.08576,-73.51279
25815,TOCAIMA,25,CUNDINAMARCA,4.44838,-74.64317
25817,TOCANCIPÁ,25,CUNDINAMARCA,4.97048,-73.9265
25823,TOPAIPÍ,25,CUNDINAMARCA,5.34696,-74.28661
25839,UBALÁ,25,CUNDINAMARCA,4.76049,-73.40523
25841,UBAQUE,25,CUNDINAMARCA,4.49496,-73.97073
25843,VILLA DE SAN DIEGO DE UBATÉ,25,CUNDINAMARCA,5.31533,-73.81338
25845,UNE,25,CUNDINAMARCA,4.29991,-74.07307
25851,ÚTICA,25,CUNDINAMARCA,5.18411,-74.48224
25862,VERGARA,25,CUNDINAMARCA,5.12737,-74.31166
25867,VIANÍ,25,CUNDINAMARCA,4.89521,-74.5502
25871,VILLAGÓMEZ,25,CUNDINAMARCA,5.26973,-74.18597
25873,VILLAPINZÓN,25,CUNDINAMARCA,5.2312,-73.57241
25875,VILLETA,25,CUNDINAMARCA,5.015,-74.48471
25878,VIOTÁ,25,CUNDINAMARCA,4.43148,-74.48673
25885,YACOPÍ,25,CUNDINAMARCA,5.59109,-74.3632
25898,ZIPACÓN,25,CUNDINAMARCA,4.75422,-74.39352
25899,ZIPAQUIRÁ,25,CUNDINAMARCA,5.04476,-74.02451
25001,AGUA DE DIOS,25,CUNDINAMARCA,4.37513,-74.66859
54001,SAN JOSÉ DE CÚCUTA,54,NORTE DE SANTANDER,8.11107,-72.48859
54003,ÁBREGO,54,NORTE DE SANTANDER,8.02534,-73.16053
54051,ARBOLEDAS,54,NORTE DE SANTANDER,7.61349,-72.8611
54099,BOCHALEMA,54,NORTE DE SANTANDER,7.63474,-72.65747
54109,BUCARASICA,54,NORTE DE SANTANDER,8.08889,-72.92832
54125,CÁCOTA,54,NORTE DE SANTANDER,7.27107,-72.65286
54128,CÁCHIRA,54,NORTE DE SANTANDER,7.68702,-73.12678
54172,CHINÁCOTA,54,NORTE DE SANTANDER,7.58175,-72.58144
54223,CUCUTILLA,54,NORTE DE SANTANDER,7.50269,-72.79632
54239,DURANIA,54,NORTE DE SANTANDER,7.73903,-72.67513
54261,EL ZULIA,54,NORTE DE SANTANDER,8.08637,-72.63316
54313,GRAMALOTE,54,NORTE DE SANTANDER,7.91425,-72.80348
54344,HACARÍ,54,NORTE DE SANTANDER,8.36253,-73.07997
54347,HERRÁN,54,NORTE DE SANTANDER,7.48882,-72.48919
54377,LABATECA,54,NORTE DE SANTANDER,7.26448,-72.52668
54385,LA ESPERANZA,54,NORTE DE SANTANDER,7.70052,-73.36189
54398,LA PLAYA,54,NORTE DE SANTANDER,8.26397,-73.19165
54405,LOS PATIOS,54,NORTE DE SANTANDER,7.72802,-72.52654
54418,LOURDES,54,NORTE DE SANTANDER,7.96531,-72.84563
54480,MUTISCUA,54,NORTE DE SANTANDER,7.32532,-72.76769
54498,OCAÑA,54,NORTE DE SANTANDER,8.2317,-73.34767
54518,PAMPLONA,54,NORTE DE SANTANDER,7.38435,-72.68075
54520,PAMPLONITA,54,NORTE DE SANTANDER,7.47283,-72.63591
54553,PUERTO SANTANDER,54,NORTE DE SANTANDER,8.33284,-72.4103
54599,RAGONVALIA,54,NORTE DE SANTANDER,7.59725,-72.49993
54660,SALAZAR,54,NORTE DE SANTANDER,7.77497,-72.86165
54670,SAN CALIXTO,54,NORTE DE SANTANDER,8.46244,-73.1564
54673,SAN CAYETANO,54,NORTE DE SANTANDER,7.83817,-72.61252
54680,SANTIAGO,54,NORTE DE SANTANDER,7.89226,-72.71082
54720,SARDINATA,54,NORTE DE SANTANDER,8.26474,-72.80757
54743,SILOS,54,NORTE DE SANTANDER,7.18653,-72.78738
54871,VILLA CARO,54,NORTE DE SANTANDER,7.93701,-72.98422
54874,VILLA DEL ROSARIO,54,NORTE DE SANTANDER,7.75392,-72.48333
54174,CHITAGÁ,54,NORTE DE SANTANDER,7.0505,-72.52513
54206,CONVENCIÓN,54,NORTE DE SANTANDER,8.8642,-73.20165
54245,EL CARMEN,54,NORTE DE SANTANDER,8.85991,-73.34934
54800,TEORAMA,54,NORTE DE SANTANDER,8.75649,-73.16072
54810,TIBÚ,54,NORTE DE SANTANDER,8.72616,-72.80156
54820,TOLEDO,54,NORTE DE SANTANDER,7.22496,-72.30691
54250,EL TARRA,54,NORTE DE SANTANDER,8.67905,-73.02822
11001,"BOGOTÁ, D.C.",11,"BOGOTÁ, D.C.",4.32957,-74.17648
50001,VILLAVICENCIO,50,META,4.0944,-73.50004
50006,ACACÍAS,50,META,4.00829,-73.72056
50110,BARRANCA DE UPÍA,50,META,4.53411,-73.00071
50124,CABUYARO,50,META,4.31899,-72.9558
50150,CASTILLA LA NUEVA,50,META,3.807,-73.5355
50223,CUBARRAL,50,META,3.82989,-74.07635
50226,CUMARAL,50,META,4.23295,-73.3042
50245,EL CALVARIO,50,META,4.35235,-73.70797
50251,EL CASTILLO,50,META,3.61863,-73.88611
50270,EL DORADO,50,META,3.7105,-73.83229
50287,FUENTE DE ORO,50,META,3.3851,-73.59998
50313,GRANADA,50,META,3.49759,-73.74968
50318,GUAMAL,50,META,3.94669,-73.95354
50330,MESETAS,50,META,3.14943,-74.12328
50370,URIBE,50,META,3.05148,-74.43026
50400,LEJANÍAS,50,META,3.61329,-74.09695
50450,PUERTO CONCORDIA,50,META,2.7524,-72.71837
50573,PUERTO LÓPEZ,50,META,4.01667,-72.65142
50577,PUERTO LLERAS,50,META,3.19455,-73.23675
50590,PUERTO RICO,50,META,2.76085,-73.13552
50606,RESTREPO,50,META,4.23194,-73.47312
50680,SAN CARLOS DE GUAROA,50,META,3.84985,-73.27686
50683,SAN JUAN DE ARAMA,50,META,3.29183,-73.81355
50686,SAN JUANITO,50,META,4.47147,-73.65881
50689,SAN MARTÍN,50,META,3.53763,-72.98616
50711,VISTAHERMOSA,50,META,2.81399,-73.66314
50350,LA MACARENA,50,META,2.16381,-74.09498
50325,MAPIRIPÁN,50,META,3.11869,-71.93614
50568,PUERTO GAITÁN,50,META,4.00461,-71.63409
41001,NEIVA,41,HUILA,2.99333,-75.27501
41306,GIGANTE,41,HUILA,2.37454,-75.52327
41319,GUADALUPE,41,HUILA,1.98753,-75.68823
41349,HOBO,41,HUILA,2.54255,-75.45249
41357,ÍQUIRA,41,HUILA,2.69384,-75.66969
41359,ISNOS,41,HUILA,2.0085,-76.25341
41378,LA ARGENTINA,41,HUILA,2.17758,-76.12012
41396,LA PLATA,41,HUILA,2.33135,-75.99864
41483,NÁTAGA,41,HUILA,2.57319,-75.78892
41503,OPORAPA,41,HUILA,2.06261,-76.04659
41518,PAICOL,41,HUILA,2.41276,-75.73681
41524,PALERMO,41,HUILA,2.90251,-75.43508
41530,PALESTINA,41,HUILA,1.67986,-76.15025
41548,PITAL,41,HUILA,2.26147,-75.83032
41551,PITALITO,41,HUILA,1.83454,-76.11396
41615,RIVERA,41,HUILA,2.78381,-75.23802
41660,SALADOBLANCO,41,HUILA,2.10157,-76.23197
41668,SAN AGUSTÍN,41,HUILA,1.93185,-76.41643
41676,SANTA MARÍA,41,HUILA,2.92565,-75.63625
41770,SUAZA,41,HUILA,1.87102,-75.80582
41791,TARQUI,41,HUILA,2.12826,-75.88211
41797,TESALIA,41,HUILA,2.53822,-75.68166
41799,TELLO,41,HUILA,3.03321,-75.08431
41801,TERUEL,41,HUILA,2.81809,-75.69858
41807,TIMANÁ,41,HUILA,1.95513,-75.9111
41872,VILLAVIEJA,41,HUILA,3.28621,-75.13657
41885,YAGUARÁ,41,HUILA,2.64776,-75.51884
41298,GARZÓN,41,HUILA,2.17795,-75.56668
41244,ELÍAS,41,HUILA,2.00601,-75.95488
41206,COLOMBIA,41,HUILA,3.45683,-74.67851
41132,CAMPOALEGRE,41,HUILA,2.66031,-75.33604
41078,BARAYA,41,HUILA,3.13723,-74.95489
41026,ALTAMIRA,41,HUILA,2.07952,-75.77306
41020,ALGECIRAS,41,HUILA,2.50138,-75.2888
41016,AIPE,41,HUILA,3.26689,-75.35285
41013,AGRADO,41,HUILA,2.27102,-75.71485
41006,ACEVEDO,41,HUILA,1.71224,-75.99432
68013,AGUADA,68,SANTANDER,6.18003,-73.52999
68020,ALBANIA,68,SANTANDER,5.76842,-73.83339
68051,ARATOCA,68,SANTANDER,6.72308,-73.00993
68077,BARBOSA,68,SANTANDER,5.95519,-73.62263
68079,BARICHARA,68,SANTANDER,6.64593,-73.21636
68081,BARRANCABERMEJA,68,SANTANDER,7.06065,-73.78137
68092,BETULIA,68,SANTANDER,7.01073,-73.38683
68121,CABRERA,68,SANTANDER,6.56126,-73.25014
68132,CALIFORNIA,68,SANTANDER,7.33927,-72.91275
68147,CAPITANEJO,68,SANTANDER,6.52326,-72.68264
68152,CARCASÍ,68,SANTANDER,6.65528,-72.57251
68160,CEPITÁ,68,SANTANDER,6.75326,-72.92299
68162,CERRITO,68,SANTANDER,6.90343,-72.65182
68167,CHARALÁ,68,SANTANDER,6.20413,-73.15888
68169,CHARTA,68,SANTANDER,7.26177,-72.99058
68176,CHIMA,68,SANTANDER,6.36765,-73.41054
68179,CHIPATÁ,68,SANTANDER,6.06862,-73.62997
68190,CIMITARRA,68,SANTANDER,6.41325,-74.17138
68207,CONCEPCIÓN,68,SANTANDER,6.7875,-72.60237
68209,CONFINES,68,SANTANDER,6.35659,-73.2418
68615,RIONEGRO,68,SANTANDER,7.47265,-73.36611
68655,SABANA DE TORRES,68,SANTANDER,7.41348,-73.57448
68669,SAN ANDRÉS,68,SANTANDER,6.79581,-72.81725
68673,SAN BENITO,68,SANTANDER,6.09845,-73.52688
68679,SAN GIL,68,SANTANDER,6.54526,-73.12247
68682,SAN JOAQUÍN,68,SANTANDER,6.45727,-72.85494
68684,SAN JOSÉ DE MIRANDA,68,SANTANDER,6.62841,-72.74291
68686,SAN MIGUEL,68,SANTANDER,6.56664,-72.65015
68689,SAN VICENTE DE CHUCURÍ,68,SANTANDER,6.89693,-73.53986
68705,SANTA BÁRBARA,68,SANTANDER,6.9897,-72.89799
68720,SANTA HELENA DEL OPÓN,68,SANTANDER,6.41018,-73.57596
68745,SIMACOTA,68,SANTANDER,6.65086,-73.68916
68755,SOCORRO,68,SANTANDER,6.46013,-73.24454
68770,SUAITA,68,SANTANDER,6.11369,-73.36834
68773,SUCRE,68,SANTANDER,5.97836,-73.95127
68780,SURATÁ,68,SANTANDER,7.46567,-72.97887
68820,TONA,68,SANTANDER,7.17195,-72.94369
68855,VALLE DE SAN JOSÉ,68,SANTANDER,6.43358,-73.10693
68861,VÉLEZ,68,SANTANDER,6.20867,-73.70164
68867,VETAS,68,SANTANDER,7.31617,-72.87209
68872,VILLANUEVA,68,SANTANDER,6.68386,-73.16141
68895,ZAPATOCA,68,SANTANDER,6.82645,-73.27713
68370,JORDÁN,68,SANTANDER,6.71296,-73.10288
68377,LA BELLEZA,68,SANTANDER,5.90212,-74.04938
68385,LANDÁZURI,68,SANTANDER,6.32852,-73.81771
68397,LA PAZ,68,SANTANDER,6.21786,-73.62976
68406,LEBRIJA,68,SANTANDER,7.20189,-73.29467
68418,LOS SANTOS,68,SANTANDER,6.81484,-73.11084
68425,MACARAVITA,68,SANTANDER,6.50852,-72.58893
68432,MÁLAGA,68,SANTANDER,6.71783,-72.74216
68444,MATANZA,68,SANTANDER,7.35316,-73.0507
68464,MOGOTES,68,SANTANDER,6.49303,-72.95945
68468,MOLAGAVITA,68,SANTANDER,6.64197,-72.82179
68498,OCAMONTE,68,SANTANDER,6.3585,-73.12028
68500,OIBA,68,SANTANDER,6.22907,-73.28341
68502,ONZAGA,68,SANTANDER,6.33765,-72.80803
68522,PALMAR,68,SANTANDER,6.52602,-73.29135
68524,PALMAS DEL SOCORRO,68,SANTANDER,6.38837,-73.28965
68533,PÁRAMO,68,SANTANDER,6.41545,-73.17131
68549,PINCHOTE,68,SANTANDER,6.50501,-73.18657
68572,PUENTE NACIONAL,68,SANTANDER,5.83235,-73.67931
68573,PUERTO PARRA,68,SANTANDER,6.68254,-73.96015
68575,PUERTO WILCHES,68,SANTANDER,7.57529,-73.78157
68211,CONTRATACIÓN,68,SANTANDER,6.29771,-73.49478
68217,COROMORO,68,SANTANDER,6.23641,-72.97767
68229,CURITÍ,68,SANTANDER,6.62378,-73.02325
68235,EL CARMEN DE CHUCURI,68,SANTANDER,6.66614,-73.56677
68245,EL GUACAMAYO,68,SANTANDER,6.24987,-73.5324
68255,EL PLAYÓN,68,SANTANDER,7.52867,-73.18232
68264,ENCINO,68,SANTANDER,6.07877,-73.06131
68266,ENCISO,68,SANTANDER,6.65945,-72.68065
68271,FLORIÁN,68,SANTANDER,5.79523,-73.95349
68296,GALÁN,68,SANTANDER,6.66643,-73.32601
68298,GÁMBITA,68,SANTANDER,5.93134,-73.31784
68318,GUACA,68,SANTANDER,6.94982,-72.82114
68320,GUADALUPE,68,SANTANDER,6.22577,-73.41049
68322,GUAPOTÁ,68,SANTANDER,6.3239,-73.33434
68324,GUAVATÁ,68,SANTANDER,5.94091,-73.72784
68327,GÜEPSA,68,SANTANDER,6.03358,-73.5759
68344,HATO,68,SANTANDER,6.55939,-73.36525
68368,JESÚS MARÍA,68,SANTANDER,5.84469,-73.82483
68307,GIRÓN,68,SANTANDER,7.03722,-73.25507
68276,FLORIDABLANCA,68,SANTANDER,7.07728,-73.06715
68101,BOLÍVAR,68,SANTANDER,6.09879,-74.12664
68250,EL PEÑÓN,68,SANTANDER,6.10107,-73.92444
68547,PIEDECUESTA,68,SANTANDER,6.95805,-73.00847
68001,BUCARAMANGA,68,SANTANDER,7.16172,-73.11153
73001,IBAGUÉ,73,TOLIMA,4.44911,-75.25209
73024,ALPUJARRA,73,TOLIMA,3.38943,-74.94308
73026,ALVARADO,73,TOLIMA,4.58503,-74.9898
73030,AMBALEMA,73,TOLIMA,4.81617,-74.80568
73043,ANZOÁTEGUI,73,TOLIMA,4.63377,-75.19814
73055,ARMERO,73,TOLIMA,5.00246,-74.84477
73067,ATACO,73,TOLIMA,3.4297,-75.48283
73124,CAJAMARCA,73,TOLIMA,4.40437,-75.50014
73148,CARMEN DE APICALÁ,73,TOLIMA,4.12616,-74.7436
73152,CASABIANCA,73,TOLIMA,5.0145,-75.17816
73168,CHAPARRAL,73,TOLIMA,3.74211,-75.5901
73200,COELLO,73,TOLIMA,4.35201,-74.91114
73217,COYAIMA,73,TOLIMA,3.73984,-75.1499
73226,CUNDAY,73,TOLIMA,3.9795,-74.69268
73236,DOLORES,73,TOLIMA,3.5946,-74.80652
73268,ESPINAL,73,TOLIMA,4.17218,-74.89501
73270,FALAN,73,TOLIMA,5.0805,-74.95973
73275,FLANDES,73,TOLIMA,4.2514,-74.83988
73283,FRESNO,73,TOLIMA,5.18303,-75.05439
73319,GUAMO,73,TOLIMA,4.07643,-74.97566
73347,HERVEO,73,TOLIMA,5.06143,-75.24494
73352,ICONONZO,73,TOLIMA,4.12666,-74.53995
73408,LÉRIDA,73,TOLIMA,4.86966,-74.92441
73411,LÍBANO,73,TOLIMA,4.87606,-75.04746
73443,SAN SEBASTIÁN DE MARIQUITA,73,TOLIMA,5.23247,-74.90926
73449,MELGAR,73,TOLIMA,4.1815,-74.63583
73461,MURILLO,73,TOLIMA,4.8285,-75.2213
73483,NATAGAIMA,73,TOLIMA,3.54024,-75.12265
73504,ORTEGA,73,TOLIMA,3.93621,-75.27965
73520,PALOCABILDO,73,TOLIMA,5.09882,-75.01608
73547,PIEDRAS,73,TOLIMA,4.4901,-74.91628
73555,PLANADAS,73,TOLIMA,3.09571,-75.82079
73563,PRADO,73,TOLIMA,3.72958,-74.87298
73585,PURIFICACIÓN,73,TOLIMA,3.8521,-74.87389
73616,RIOBLANCO,73,TOLIMA,3.46721,-75.85591
73622,RONCESVALLES,73,TOLIMA,4.09648,-75.59446
73624,ROVIRA,73,TOLIMA,4.21144,-75.35081
73671,SALDAÑA,73,TOLIMA,3.91397,-75.01448
73675,SAN ANTONIO,73,TOLIMA,3.94992,-75.50381
73678,SAN LUIS,73,TOLIMA,4.14308,-75.11339
73686,SANTA ISABEL,73,TOLIMA,4.73181,-75.20123
73770,SUÁREZ,73,TOLIMA,4.05294,-74.81729
73854,VALLE DE SAN JUAN,73,TOLIMA,4.17832,-75.18322
73861,VENADILLO,73,TOLIMA,4.71313,-74.91608
73870,VILLAHERMOSA,73,TOLIMA,4.96008,-75.14864
73873,VILLARRICA,73,TOLIMA,3.85885,-74.61918
13300,HATILLO DE LOBA,13,BOLÍVAR,8.98467,-74.14347
13650,SAN FERNANDO,13,BOLÍVAR,9.08437,-74.36226
13430,MAGANGUÉ,13,BOLÍVAR,9.16466,-74.74473
25307,GIRARDOT,25,CUNDINAMARCA,4.34454,-74.80496
25754,SOACHA,25,CUNDINAMARCA,4.53798,-74.23347
25175,CHÍA,25,CUNDINAMARCA,4.87085,-74.04499
25260,EL ROSAL,25,CUNDINAMARCA,4.87777,-74.24224
25473,MOSQUERA,25,CUNDINAMARCA,4.68117,-74.24133
25740,SIBATÉ,25,CUNDINAMARCA,4.45602,-74.26349
25290,FUSAGASUGÁ,25,CUNDINAMARCA,4.33151,-74.38545
25662,SAN JUAN DE RIOSECO,25,CUNDINAMARCA,4.84969,-74.6626
73349,HONDA,73,TOLIMA,5.18223,-74.7886
05631,SABANETA,05,ANTIOQUIA,6.13846,-75.60723
05380,LA ESTRELLA,05,ANTIOQUIA,6.14092,-75.6475
